constructorStandingsId,raceId,constructorId,points,position,positionText,wins
1454,158,6,16.0,1,1,1
1455,158,3,4.0,2,2,0
1456,158,16,4.0,3,3,0
1457,158,22,2.0,4,4,0
1458,158,18,0.0,5,5,0
1459,158,20,0.0,6,6,0
1460,159,6,26.0,1,1,2
1461,159,3,7.0,4,4,0
1462,159,16,4.0,5,5,0
1463,159,22,8.0,2,2,0
1464,159,18,0.0,7,7,0
1465,159,20,0.0,8,8,0
1466,159,17,7.0,3,3,0
1467,159,21,0.0,6,6,0
1468,160,6,39.0,1,1,3
1469,160,3,7.0,5,5,0
1470,160,16,6.0,6,6,0
1471,160,22,8.0,3,3,0
1472,160,18,0.0,10,10,0
1473,160,20,0.0,11,11,0
1474,160,17,7.0,4,4,0
1475,160,21,0.0,8,8,0
1476,160,1,10.0,2,2,0
1477,160,15,1.0,7,7,0
1478,160,19,0.0,9,9,0
1479,161,6,43.0,1,1,3
1480,161,3,12.0,3,3,0
1481,161,16,6.0,6,6,0
1482,161,22,8.0,4,4,0
1483,161,18,0.0,10,10,0
1484,161,20,0.0,11,11,0
1485,161,17,8.0,5,5,0
1486,161,21,0.0,8,8,0
1487,161,1,26.0,2,2,1
1488,161,15,1.0,7,7,0
1489,161,19,0.0,9,9,0
1490,162,6,49.0,1,1,3
1491,162,3,15.0,3,3,0
1492,162,16,6.0,6,6,0
1493,162,22,8.0,5,5,0
1494,162,18,0.0,10,10,0
1495,162,20,0.0,11,11,0
1496,162,17,9.0,4,4,0
1497,162,21,0.0,8,8,0
1498,162,1,42.0,2,2,2
1499,162,15,1.0,7,7,0
1500,162,19,0.0,9,9,0
1501,163,6,62.0,1,1,4
1502,163,3,15.0,3,3,0
1503,163,16,6.0,6,6,0
1504,163,22,10.0,4,4,0
1505,163,18,0.0,10,10,0
1506,163,20,0.0,11,11,0
1507,163,17,9.0,5,5,0
1508,163,21,1.0,8,8,0
1509,163,1,52.0,2,2,2
1510,163,15,1.0,7,7,0
1511,163,19,0.0,9,9,0
1512,164,6,68.0,1,1,4
1513,164,3,15.0,3,3,0
1514,164,16,6.0,6,6,0
1515,164,22,14.0,4,4,0
1516,164,18,0.0,10,10,0
1517,164,20,0.0,11,11,0
1518,164,17,9.0,5,5,0
1519,164,21,1.0,9,9,0
1520,164,1,63.0,2,2,3
1521,164,15,3.0,8,8,0
1522,164,19,3.0,7,7,0
1523,165,6,84.0,1,1,5
1524,165,3,15.0,4,4,0
1525,165,16,6.0,6,6,0
1526,165,22,18.0,3,3,0
1527,165,18,0.0,10,10,0
1528,165,20,0.0,11,11,0
1529,165,17,10.0,5,5,0
1530,165,21,3.0,9,9,0
1531,165,1,66.0,2,2,3
1532,165,15,3.0,8,8,0
1533,165,19,3.0,7,7,0
1534,166,6,88.0,1,1,5
1535,166,3,17.0,4,4,0
1536,166,16,9.0,6,6,0
1537,166,22,18.0,3,3,0
1538,166,18,0.0,10,10,0
1539,166,20,0.0,11,11,0
1540,166,17,11.0,5,5,0
1541,166,21,3.0,9,9,0
1542,166,1,82.0,2,2,4
1543,166,15,3.0,8,8,0
1544,166,19,3.0,7,7,0
1545,167,6,92.0,2,2,5
1546,167,3,19.0,3,3,0
1547,167,16,12.0,5,5,0
1548,167,22,18.0,4,4,0
1549,167,18,0.0,10,10,0
1550,167,20,0.0,11,11,0
1551,167,17,11.0,6,6,0
1552,167,21,3.0,9,9,0
1553,167,1,98.0,1,1,5
1554,167,15,4.0,7,7,0
1555,167,19,3.0,8,8,0
1556,168,6,102.0,2,2,6
1557,168,3,22.0,3,3,0
1558,168,16,12.0,5,5,0
1559,168,22,18.0,4,4,0
1560,168,18,0.0,10,10,0
1561,168,20,0.0,11,11,0
1562,168,17,11.0,6,6,0
1563,168,21,4.0,8,8,0
1564,168,1,108.0,1,1,5
1565,168,15,6.0,7,7,0
1566,168,19,3.0,9,9,0
1567,169,6,111.0,2,2,6
1568,169,3,24.0,3,3,0
1569,169,16,12.0,6,6,0
1570,169,22,18.0,4,4,0
1571,169,18,0.0,10,10,0
1572,169,20,0.0,11,11,0
1573,169,17,12.0,5,5,0
1574,169,21,4.0,8,8,0
1575,169,1,122.0,1,1,6
1576,169,15,6.0,7,7,0
1577,169,19,3.0,9,9,0
1578,170,6,117.0,2,2,6
1579,170,3,30.0,3,3,0
1580,170,16,12.0,6,6,0
1581,170,22,18.0,4,4,0
1582,170,18,0.0,10,10,0
1583,170,20,0.0,11,11,0
1584,170,17,13.0,5,5,0
1585,170,21,4.0,8,8,0
1586,170,1,135.0,1,1,7
1587,170,15,6.0,7,7,0
1588,170,19,3.0,9,9,0
1589,171,6,127.0,2,2,7
1590,171,3,34.0,3,3,0
1591,171,16,13.0,6,6,0
1592,171,22,20.0,4,4,0
1593,171,18,0.0,10,10,0
1594,171,20,0.0,11,11,0
1595,171,17,13.0,5,5,0
1596,171,21,7.0,7,7,0
1597,171,1,141.0,1,1,7
1598,171,15,6.0,8,8,0
1599,171,19,3.0,9,9,0
1600,172,6,143.0,1,1,8
1601,172,3,34.0,3,3,0
1602,172,16,17.0,6,6,0
1603,172,22,20.0,4,4,0
1604,172,18,0.0,10,10,0
1605,172,20,0.0,11,11,0
1606,172,17,17.0,5,5,0
1607,172,21,7.0,7,7,0
1608,172,1,143.0,2,2,7
1609,172,15,6.0,8,8,0
1610,172,19,3.0,9,9,0
1611,173,6,156.0,1,1,9
1612,173,3,36.0,3,3,0
1613,173,16,18.0,5,5,0
1614,173,22,20.0,4,4,0
1615,173,18,0.0,10,10,0
1616,173,20,0.0,11,11,0
1617,173,17,17.0,6,6,0
1618,173,21,7.0,7,7,0
1619,173,1,153.0,2,2,7
1620,173,15,6.0,8,8,0
1621,173,19,3.0,9,9,0
1622,174,6,170.0,1,1,10
1623,174,3,36.0,3,3,0
1624,174,16,20.0,5,5,0
1625,174,22,20.0,4,4,0
1626,174,18,0.0,10,10,0
1627,174,20,0.0,11,11,0
1628,174,17,17.0,6,6,0
1629,174,21,7.0,7,7,0
1630,174,1,162.0,2,2,7
1631,174,15,6.0,8,8,0
1632,174,19,4.0,9,9,0
5450,175,21,1.0,6,6,0
5449,175,24,2.0,5,5,0
5448,175,22,3.0,4,4,0
5447,175,3,4.0,3,3,0
5446,175,17,6.0,2,2,0
5445,175,6,10.0,1,1,1
5470,177,16,0.0,10,10,0
5459,176,18,0.0,9,9,0
5458,176,20,1.0,8,8,0
5457,176,1,10.0,2,2,1
5456,176,21,1.0,7,7,0
5455,176,24,2.0,6,6,0
5454,176,22,3.0,5,5,0
5453,176,3,7.0,4,4,0
5452,176,17,10.0,3,3,0
5469,177,15,1.0,9,9,0
5468,177,18,0.0,11,11,0
5467,177,20,1.0,8,8,0
5466,177,1,16.0,2,2,1
5465,177,21,1.0,7,7,0
5464,177,24,6.0,5,5,0
5463,177,22,5.0,6,6,0
5462,177,3,7.0,4,4,0
5461,177,17,13.0,3,3,0
5460,177,6,28.0,1,1,2
5451,176,6,18.0,1,1,1
5481,178,16,0.0,10,10,0
5480,178,15,1.0,9,9,0
5479,178,18,0.0,11,11,0
5478,178,20,1.0,8,8,0
5477,178,1,20.0,2,2,1
5476,178,21,1.0,7,7,0
5475,178,24,6.0,6,6,0
5474,178,22,8.0,4,4,0
5473,178,3,7.0,5,5,0
5472,178,17,16.0,3,3,0
5471,178,6,44.0,1,1,3
5492,179,16,0.0,10,10,0
5491,179,15,1.0,9,9,0
5490,179,18,0.0,11,11,0
5489,179,20,2.0,7,7,0
5488,179,1,36.0,2,2,2
5487,179,21,1.0,8,8,0
5486,179,24,6.0,6,6,0
5485,179,22,8.0,5,5,0
5484,179,3,9.0,4,4,0
5483,179,17,16.0,3,3,0
5482,179,6,51.0,1,1,3
5503,180,16,0.0,10,10,0
5502,180,15,2.0,8,8,0
5501,180,18,0.0,11,11,0
5500,180,20,2.0,7,7,0
5499,180,1,46.0,2,2,3
5498,180,21,1.0,9,9,0
5497,180,24,8.0,6,6,0
5496,180,22,14.0,4,4,0
5495,180,3,12.0,5,5,0
5494,180,17,16.0,3,3,0
5493,180,6,55.0,1,1,3
5514,181,16,0.0,10,10,0
5513,181,15,2.0,8,8,0
5512,181,18,0.0,11,11,0
5511,181,20,2.0,7,7,0
5510,181,1,52.0,2,2,3
5509,181,21,1.0,9,9,0
5508,181,24,12.0,6,6,0
5507,181,22,14.0,5,5,0
5506,181,3,15.0,4,4,0
5505,181,17,26.0,3,3,1
5504,181,6,58.0,1,1,3
5525,182,16,0.0,10,10,0
5524,182,15,3.0,7,7,0
5523,182,18,0.0,11,11,0
5522,182,20,2.0,8,8,0
5521,182,1,62.0,2,2,4
5520,182,21,1.0,9,9,0
5519,182,24,12.0,6,6,0
5518,182,22,14.0,5,5,0
5517,182,3,19.0,4,4,0
5516,182,17,31.0,3,3,1
5515,182,6,64.0,1,1,3
5536,183,16,0.0,10,10,0
5535,183,15,4.0,7,7,0
5534,183,18,0.0,11,11,0
5533,183,20,2.0,8,8,0
5532,183,1,72.0,2,2,4
5531,183,21,1.0,9,9,0
5530,183,24,12.0,6,6,0
5529,183,22,16.0,5,5,0
5528,183,3,19.0,4,4,0
5527,183,17,34.0,3,3,1
5526,183,6,74.0,1,1,4
5547,184,16,0.0,10,10,0
5546,184,15,4.0,7,7,0
5545,184,18,0.0,11,11,0
5544,184,20,3.0,8,8,0
5543,184,1,74.0,2,2,4
5542,184,21,1.0,9,9,0
5541,184,24,12.0,6,6,0
5540,184,22,16.0,5,5,0
5539,184,3,22.0,4,4,0
5538,184,17,38.0,3,3,1
5537,184,6,90.0,1,1,5
5558,185,16,0.0,10,10,0
5557,185,15,4.0,7,7,0
5556,185,18,0.0,11,11,0
5555,185,20,3.0,8,8,0
5554,185,1,90.0,2,2,5
5553,185,21,1.0,9,9,0
5552,185,24,14.0,6,6,0
5551,185,22,16.0,5,5,0
5550,185,3,22.0,4,4,0
5549,185,17,42.0,3,3,1
5548,185,6,94.0,1,1,5
5569,186,16,0.0,10,10,0
5568,186,15,4.0,7,7,0
5567,186,18,0.0,11,11,0
5566,186,20,3.0,8,8,0
5565,186,1,106.0,1,1,6
5564,186,21,1.0,9,9,0
5563,186,24,14.0,6,6,0
5562,186,22,16.0,5,5,0
5561,186,3,24.0,4,4,0
5560,186,17,47.0,3,3,1
5559,186,6,97.0,2,2,5
5580,187,16,0.0,10,10,0
5579,187,15,4.0,7,7,0
5578,187,18,0.0,11,11,0
5577,187,20,3.0,8,8,0
5576,187,1,108.0,1,1,6
5575,187,21,1.0,9,9,0
5574,187,24,17.0,5,5,0
5573,187,22,16.0,6,6,0
5572,187,3,30.0,4,4,0
5571,187,17,57.0,3,3,2
5570,187,6,102.0,2,2,5
5591,188,16,0.0,11,11,0
5590,188,15,4.0,8,8,0
5589,188,18,1.0,10,10,0
5588,188,20,9.0,7,7,0
5587,188,1,110.0,1,1,6
5586,188,21,1.0,9,9,0
5585,188,24,31.0,5,5,1
5584,188,22,16.0,6,6,0
5583,188,3,33.0,4,4,0
5582,188,17,57.0,3,3,2
5581,188,6,102.0,2,2,5
5602,189,16,0.0,11,11,0
5601,189,15,4.0,8,8,0
5600,189,18,1.0,10,10,0
