constructorStandingsId,raceId,constructorId,points,position,positionText,wins
21625,652,6,34.0,4,4,2
21624,651,85,0.0,11,11,0
21618,651,37,33.0,2,2,1
21616,651,32,50.0,1,1,5
21615,651,66,13.0,7,7,1
21614,651,6,25.0,5,5,1
21607,650,37,33.0,2,2,1
21605,650,32,50.0,1,1,5
21604,650,66,10.0,7,7,1
21603,650,6,16.0,5,5,0
21594,649,32,41.0,1,1,4
21595,649,82,15.0,5,5,0
21593,649,66,10.0,6,6,1
21592,649,6,10.0,7,7,0
21584,648,32,32.0,1,1,3
21586,648,37,31.0,2,2,1
21583,648,66,10.0,6,6,1
21582,648,6,7.0,7,7,0
21574,647,32,23.0,2,2,2
21576,647,37,25.0,1,1,1
21573,647,66,10.0,6,6,1
21572,647,6,7.0,7,7,0
21570,646,187,15.0,3,3,0
21565,646,32,14.0,4,4,1
21564,646,66,10.0,6,6,1
21563,646,6,3.0,7,7,0
21560,645,86,0.0,7,7,0
21558,645,37,13.0,4,4,1
21556,645,32,14.0,3,3,1
21555,645,66,1.0,6,6,0
21554,645,6,0.0,8,8,0
21547,644,32,5.0,4,4,0
21548,644,82,3.0,5,5,0
21546,644,66,0.0,6,6,0
21545,644,6,0.0,7,7,0
21539,643,32,2.0,5,5,0
21540,643,82,3.0,4,4,0
21369,665,182,45.0,3,3,2
21359,664,182,39.0,2,2,2
21350,663,182,30.0,3,3,1
21342,662,6,4.0,5,5,0
21336,661,187,20.0,3,3,0
21328,660,187,18.0,3,3,0
21318,659,6,4.0,5,5,0
21537,643,6,0.0,7,7,0
21388,666,183,0.0,10,10,0
21386,666,180,47.0,3,3,2
21380,666,6,7.0,6,6,0
21379,666,182,49.0,2,2,2
21374,665,196,63.0,1,1,6
21373,665,66,6.0,6,6,0
21372,665,187,29.0,4,4,0
21371,665,191,0.0,8,8,0
21370,665,6,7.0,5,5,0
21367,664,197,0.0,9,9,0
21366,664,180,38.0,3,3,1
21365,664,167,0.0,7,7,0
21363,664,66,2.0,6,6,0
21361,664,191,0.0,8,8,0
21360,664,6,5.0,5,5,0
21354,663,66,2.0,6,6,0
21353,663,187,27.0,4,4,0
21352,663,191,0.0,8,8,0
21351,663,6,5.0,5,5,0
21349,662,197,0.0,9,9,0
21343,662,191,0.0,8,8,0
21341,662,182,28.0,3,3,1
21335,661,191,0.0,8,8,0
21334,661,6,4.0,5,5,0
21333,661,182,19.0,4,4,0
21327,660,191,0.0,8,8,0
21326,660,6,4.0,5,5,0
21325,660,182,13.0,4,4,0
21320,659,187,15.0,3,3,0
21319,659,191,0.0,8,8,0
21317,659,182,9.0,4,4,0
21310,658,6,0.0,8,8,0
21311,658,191,0.0,7,7,0
21309,658,182,7.0,4,4,0
21303,657,6,0.0,7,7,0
21302,657,182,1.0,5,5,0
21297,656,191,0.0,5,5,0
21296,656,6,0.0,6,6,0
21295,656,182,0.0,7,7,0
21102,678,1,0.0,14,14,0
21101,678,26,0.0,13,13,0
21100,678,82,8.0,9,9,0
21099,678,187,49.0,2,2,3
21098,678,195,14.0,7,7,0
21097,678,66,28.0,5,5,0
21085,677,1,0.0,14,14,0
21084,677,26,0.0,13,13,0
21083,677,82,8.0,9,9,0
21082,677,187,43.0,3,3,3
21081,677,195,14.0,6,6,0
21080,677,66,25.0,5,5,0
21068,676,1,0.0,14,14,0
21067,676,26,0.0,13,13,0
21066,676,170,0.0,17,17,0
21065,676,89,0.0,16,16,0
21064,676,183,0.0,15,15,0
21063,676,190,0.0,12,12,0
21051,675,1,0.0,14,14,0
21050,675,26,0.0,13,13,0
21049,675,82,8.0,8,8,0
21048,675,187,31.0,4,4,2
21047,675,195,12.0,6,6,0
21046,675,66,21.0,5,5,0
21034,674,1,0.0,14,14,0
21033,674,26,0.0,13,13,0
21032,674,170,0.0,17,17,0
21031,674,89,0.0,16,16,0
21030,674,183,0.0,15,15,0
21029,674,190,0.0,12,12,0
21017,673,82,6.0,8,8,0
21016,673,187,22.0,3,3,1
21015,673,195,12.0,6,6,0
21014,673,66,17.0,5,5,0
21013,673,170,0.0,15,15,0
21002,672,170,0.0,15,15,0
21001,672,89,0.0,14,14,0
21000,672,190,0.0,13,13,0
20999,672,183,0.0,12,12,0
20998,672,66,17.0,5,5,0
20987,671,170,0.0,15,15,0
20986,671,89,0.0,14,14,0
20985,671,190,0.0,13,13,0
20984,671,183,0.0,12,12,0
20983,671,66,16.0,3,3,0
20972,670,82,0.0,11,11,0
20971,670,187,17.0,2,2,1
20970,670,195,9.0,4,4,0
20969,670,66,12.0,3,3,0
20968,670,170,0.0,15,15,0
20957,669,170,0.0,15,15,0
20956,669,89,0.0,14,14,0
20955,669,190,0.0,13,13,0
20954,669,183,0.0,12,12,0
20953,669,66,6.0,4,4,0
20942,668,66,0.0,10,10,0
20941,668,170,0.0,14,14,0
20940,668,89,0.0,13,13,0
20939,668,190,0.0,12,12,0
20928,667,195,0.0,13,13,0
20927,667,66,0.0,12,12,0
20926,667,170,0.0,11,11,0
20915,689,184,0.0,15,15,0
20914,689,193,0.0,20,20,0
20913,689,26,0.0,14,14,0
20912,689,82,0.0,18,18,0
20911,689,90,0.0,19,19,0
20910,689,189,0.0,17,17,0
20909,689,187,0.0,12,12,0
20908,689,182,0.0,13,13,0
20895,688,184,0.0,15,15,0
20894,688,193,0.0,20,20,0
20893,688,26,0.0,14,14,0
20892,688,82,0.0,18,18,0
20891,688,90,0.0,19,19,0
20890,688,189,0.0,17,17,0
20889,688,187,0.0,13,13,0
20888,688,182,0.0,12,12,0
20875,687,184,0.0,14,14,0
20874,687,193,0.0,19,19,0
20873,687,26,0.0,13,13,0
20872,687,82,0.0,17,17,0
20871,687,90,0.0,18,18,0
20870,687,189,0.0,16,16,0
20869,687,182,0.0,12,12,0
20856,686,184,0.0,14,14,0
20855,686,193,0.0,19,19,0
20854,686,26,0.0,13,13,0
20853,686,82,0.0,17,17,0
20852,686,90,0.0,18,18,0
20851,686,189,0.0,16,16,0
20850,686,182,0.0,12,12,0
20837,685,90,0.0,18,18,0
20836,685,26,0.0,13,13,0
20835,685,182,0.0,12,12,0
20834,685,193,0.0,19,19,0
20833,685,180,19.0,3,3,2
20832,685,82,0.0,17,17,0
20831,685,190,9.0,6,6,1
20818,684,184,0.0,12,12,0
20817,684,82,0.0,15,15,0
20816,684,189,0.0,14,14,0
20815,684,193,0.0,16,16,0
20814,684,190,9.0,6,6,1
20813,684,180,19.0,2,2,2
20802,683,184,0.0,12,12,0
20801,683,82,0.0,15,15,0
20800,683,189,0.0,14,14,0
20799,683,190,9.0,6,6,1
20798,683,180,10.0,5,5,1
20787,682,180,10.0,4,4,1
20786,682,82,0.0,15,15,0
20785,682,190,9.0,5,5,1
20784,682,172,0.0,13,13,0
20783,682,194,3.0,10,10,0
20772,681,180,9.0,3,3,1
20771,681,82,0.0,15,15,0
20770,681,190,0.0,14,14,0
20769,681,172,0.0,12,12,0
20768,681,194,3.0,8,8,0
20757,680,184,0.0,10,10,0
20756,680,190,0.0,13,13,0
20755,680,82,0.0,14,14,0
20754,680,189,0.0,12,12,0
20743,679,66,0.0,9,9,0
20742,679,189,0.0,8,8,0
20724,698,183,1.0,10,10,0
20720,698,191,42.0,1,1,4
20730,698,6,31.0,2,2,2
20728,698,188,1.0,12,12,0
20727,698,192,0.0,13,13,0
20726,698,189,4.0,7,7,0
20725,698,66,22.0,4,4,1
20723,698,172,8.0,6,6,0
20722,698,181,1.0,11,11,0
20721,698,176,13.0,5,5,1
20707,697,181,1.0,10,10,0
20705,697,191,40.0,1,1,4
20714,697,167,24.0,3,3,0
20712,697,192,0.0,12,12,0
20711,697,189,2.0,7,7,0
20710,697,66,22.0,4,4,1
20709,697,183,1.0,9,9,0
20708,697,172,8.0,6,6,0
20706,697,176,13.0,5,5,1
20696,696,189,2.0,7,7,0
20697,696,192,0.0,11,11,0
20695,696,66,22.0,3,3,1
20694,696,183,1.0,8,8,0
20693,696,172,7.0,5,5,0
20692,696,181,1.0,9,9,0
20691,696,176,4.0,6,6,0
20690,696,191,40.0,1,1,4
20682,695,66,22.0,3,3,1
20678,695,176,2.0,7,7,0
20679,695,181,1.0,8,8,0
20680,695,172,7.0,5,5,0
20683,695,189,2.0,6,6,0
20681,695,183,0.0,10,10,0
20677,695,191,39.0,1,1,4
20664,694,191,30.0,1,1,3
20665,694,176,2.0,7,7,0
20666,694,181,1.0,8,8,0
20667,694,172,7.0,5,5,0
20668,694,183,0.0,10,10,0
20669,694,66,19.0,3,3,1
20670,694,189,2.0,6,6,0
20656,693,66,13.0,3,3,1
20657,693,189,2.0,6,6,0
20655,693,183,0.0,9,9,0
20654,693,172,3.0,5,5,0
20653,693,181,1.0,7,7,0
20652,693,176,0.0,11,11,0
20651,693,191,21.0,1,1,2
20642,692,181,1.0,6,6,0
20643,692,172,0.0,8,8,0
20644,692,183,0.0,7,7,0
20641,692,176,0.0,9,9,0
20640,692,191,12.0,2,2,1
20634,691,66,9.0,2,2,1
20636,691,188,0.0,11,11,0
20632,691,172,0.0,6,6,0
20631,691,181,0.0,8,8,0
20630,691,176,0.0,7,7,0
20629,691,191,3.0,4,4,0
20625,690,183,0.0,8,8,0
20623,690,172,0.0,4,4,0
20621,690,176,0.0,6,6,0
20620,690,191,0.0,7,7,0
20497,708,181,5.0,7,7,0
20498,708,170,14.0,5,5,0
20499,708,6,26.0,4,4,0
20495,708,172,54.0,1,1,6
20494,708,176,2.0,8,8,0
20493,708,186,0.0,12,12,0
20492,708,184,0.0,13,13,0
20491,708,180,0.0,14,14,0
20490,708,93,0.0,15,15,0
20489,708,167,0.0,16,16,0
20488,708,11,11.0,6,6,1
20479,707,172,54.0,1,1,6
20483,707,6,26.0,3,3,0
20481,707,181,2.0,6,6,0
20480,707,183,24.0,4,4,0
20478,707,176,1.0,8,8,0
20477,707,186,0.0,12,12,0
20476,707,184,0.0,13,13,0
20475,707,180,0.0,14,14,0
20474,707,93,0.0,15,15,0
20473,707,167,0.0,16,16,0
20472,707,11,2.0,7,7,0
20465,706,181,2.0,6,6,0
20466,706,170,13.0,5,5,0
20463,706,172,54.0,1,1,6
20462,706,176,1.0,8,8,0
20461,706,186,0.0,12,12,0
20460,706,184,0.0,13,13,0
20459,706,180,0.0,14,14,0
20458,706,93,0.0,15,15,0
20457,706,167,0.0,16,16,0
20456,706,11,2.0,7,7,0
20449,705,181,2.0,6,6,0
20450,705,170,11.0,5,5,0
20451,705,6,21.0,3,3,0
20447,705,172,54.0,1,1,6
20446,705,176,0.0,9,9,0
20445,705,186,0.0,12,12,0
20444,705,184,0.0,13,13,0
20443,705,180,0.0,14,14,0
20442,705,93,0.0,15,15,0
20441,705,167,0.0,16,16,0
20440,705,11,2.0,7,7,0
20431,704,172,45.0,1,1,5
20435,704,6,20.0,3,3,0
20433,704,181,2.0,6,6,0
20432,704,183,11.0,4,4,0
20430,704,176,0.0,9,9,0
20429,704,186,0.0,12,12,0
20428,704,184,0.0,13,13,0
20427,704,180,0.0,14,14,0
20426,704,93,0.0,15,15,0
20425,704,167,0.0,16,16,0
20424,704,11,2.0,7,7,0
20417,703,181,2.0,6,6,0
20418,703,170,8.0,4,4,0
20415,703,172,36.0,1,1,4
20414,703,176,0.0,10,10,0
20413,703,186,0.0,12,12,0
20412,703,184,0.0,13,13,0
20411,703,180,0.0,14,14,0
20410,703,93,0.0,15,15,0
20409,703,167,0.0,16,16,0
20408,703,11,1.0,7,7,0
20399,702,172,27.0,1,1,3
20403,702,6,16.0,3,3,0
20401,702,181,2.0,6,6,0
20400,702,183,6.0,5,5,0
20398,702,176,0.0,10,10,0
20397,702,186,0.0,12,12,0
20396,702,184,0.0,13,13,0
20395,702,180,0.0,14,14,0
20394,702,93,0.0,15,15,0
20393,702,167,0.0,16,16,0
20392,702,11,1.0,7,7,0
20385,701,181,1.0,6,6,0
20386,701,170,8.0,4,4,0
20387,701,6,12.0,3,3,0
20383,701,172,18.0,2,2,2
20382,701,176,0.0,10,10,0
20381,701,186,0.0,12,12,0
20380,701,184,0.0,13,13,0
20379,701,180,0.0,14,14,0
20378,701,93,0.0,15,15,0
20377,701,167,0.0,16,16,0
20376,701,11,1.0,7,7,0
20373,700,185,0.0,10,10,0
20368,700,183,0.0,6,6,0
20369,700,181,1.0,5,5,0
20367,700,172,9.0,3,3,1
20366,700,176,0.0,9,9,0
20365,700,186,0.0,12,12,0
20364,700,184,0.0,13,13,0
20363,700,180,0.0,14,14,0
20362,700,93,0.0,15,15,0
20361,700,167,0.0,16,16,0
20360,700,11,0.0,11,11,0
20357,699,66,4.0,3,3,0
20350,699,185,0.0,10,10,0
20349,699,186,0.0,11,11,0
20348,699,184,0.0,12,12,0
20347,699,180,0.0,13,13,0
20346,699,93,0.0,14,14,0
20345,699,167,0.0,15,15,0
20171,718,181,7.0,6,6,0
20168,718,6,45.0,1,1,3
20169,718,94,5.0,7,7,0
20167,718,183,30.0,4,4,2
20166,718,176,3.0,8,8,0
20165,718,170,16.0,5,5,0
20164,718,172,37.0,3,3,3
20163,718,66,42.0,2,2,2
20158,717,181,7.0,6,6,0
20155,717,6,43.0,1,1,3
20156,717,94,5.0,7,7,0
20154,717,183,21.0,4,4,1
20153,717,176,3.0,8,8,0
20152,717,170,16.0,5,5,0
20151,717,172,36.0,3,3,3
20150,717,66,42.0,2,2,2
20144,716,172,35.0,3,3,3
20141,716,181,3.0,7,7,0
20142,716,94,4.0,6,6,0
20140,716,170,16.0,5,5,0
20139,716,176,3.0,8,8,0
20138,716,183,21.0,4,4,1
20137,716,6,37.0,1,1,3
20131,715,66,36.0,1,1,1
20129,715,181,3.0,6,6,0
20128,715,170,10.0,5,5,0
20127,715,176,3.0,7,7,0
20126,715,183,21.0,4,4,1
20125,715,6,28.0,3,3,2
20122,714,92,0.0,10,10,0
20120,714,172,34.0,1,1,3
20117,714,181,3.0,6,6,0
20116,714,170,10.0,5,5,0
20115,714,176,3.0,7,7,0
20114,714,183,17.0,4,4,1
20113,714,6,19.0,3,3,1
20110,713,182,0.0,11,11,0
20105,713,170,10.0,5,5,0
20104,713,176,3.0,6,6,0
20103,713,183,17.0,3,3,1
20102,713,6,10.0,4,4,0
20101,712,95,0.0,10,10,0
20099,712,172,25.0,1,1,2
20094,712,176,3.0,6,6,0
20093,712,183,14.0,3,3,1
20092,712,6,6.0,5,5,0
20089,711,92,0.0,9,9,0
20085,711,170,8.0,3,3,0
20086,711,181,0.0,8,8,0
20087,711,94,0.0,7,7,0
20084,711,176,3.0,6,6,0
20083,711,183,5.0,5,5,0
20082,711,6,6.0,4,4,0
20078,710,92,0.0,10,10,0
19934,728,173,0.0,22,22,0
19936,728,177,0.0,20,20,0
19929,728,94,6.0,6,6,0
19927,728,66,36.0,2,2,2
19926,728,95,5.0,7,7,0
19925,728,6,26.0,4,4,1
19924,728,172,54.0,1,1,7
19923,728,176,4.0,8,8,0
19922,728,26,0.0,9,9,0
19921,728,34,28.0,3,3,0
19920,728,54,0.0,12,12,0
19919,728,92,0.0,11,11,0
19914,727,32,0.0,15,15,0
19916,727,179,0.0,18,18,0
19905,727,172,54.0,1,1,6
19909,727,170,23.0,5,5,0
19903,727,26,0.0,9,9,0
19902,727,34,24.0,4,4,0
19901,727,54,0.0,12,12,0
19900,727,92,0.0,11,11,0
19896,726,173,0.0,18,18,0
19898,726,177,0.0,16,16,0
19892,726,94,6.0,6,6,0
19890,726,66,35.0,2,2,2
19885,726,26,0.0,9,9,0
19884,726,34,18.0,5,5,0
19883,726,54,0.0,12,12,0
19882,726,92,0.0,11,11,0
19876,725,97,0.0,12,12,0
19874,725,170,21.0,4,4,0
19869,725,176,4.0,8,8,0
19868,725,26,0.0,9,9,0
19867,725,34,15.0,5,5,0
19866,725,54,0.0,11,11,0
19865,725,92,0.0,10,10,0
19863,724,177,0.0,14,14,0
19860,724,170,17.0,4,4,0
19858,724,95,4.0,6,6,0
19853,724,34,13.0,5,5,0
19851,724,92,0.0,10,10,0
19846,723,66,18.0,2,2,1
19842,723,176,2.0,7,7,0
19840,723,34,13.0,4,4,0
19838,723,92,0.0,10,10,0
19833,722,95,1.0,8,8,0
19826,722,92,0.0,10,10,0
19836,722,94,3.0,6,6,0
19829,722,26,0.0,9,9,0
19827,722,54,0.0,11,11,0
19822,721,66,14.0,2,2,1
19820,721,6,7.0,5,5,0
19816,721,34,10.0,4,4,0
19814,721,92,0.0,9,9,0
19813,720,170,10.0,3,3,0
19807,720,172,10.0,2,2,1
19616,737,97,0.0,15,15,0
19617,737,34,6.0,7,7,0
19618,737,100,0.0,10,10,0
19614,737,66,42.0,1,1,4
19612,737,175,0.0,16,16,0
19590,736,99,0.0,9,9,0
19589,736,26,19.0,4,4,0
19373,744,6,45.0,1,1,5
19372,744,172,26.0,2,2,2
19329,739,6,15.0,1,1,1
19328,739,172,13.0,2,2,1
19322,738,66,0.0,6,6,0
19321,738,99,0.0,7,7,0
18927,764,101,0.0,14,14,0
18926,764,169,0.0,10,10,0
18925,764,117,0.0,5,5,0
18924,764,105,0.0,9,9,0
18923,764,95,0.0,8,8,0
18922,764,32,5.0,4,4,0
18921,764,66,18.0,3,3,1
18920,764,167,0.0,6,6,0
18919,764,6,32.0,2,2,2
18918,764,170,40.0,1,1,5
18912,763,105,0.0,7,7,0
18911,763,95,0.0,9,9,0
18910,763,32,3.0,4,4,0
18909,763,66,18.0,3,3,1
18908,763,167,0.0,6,6,0
18907,763,6,32.0,2,2,2
18906,763,170,38.0,1,1,4
18898,762,32,3.0,4,4,0
18897,762,66,18.0,3,3,1
18896,762,167,0.0,6,6,0
18895,762,6,28.0,2,2,2
18894,762,170,34.0,1,1,3
22707,582,64,7.0,5,5,0
22705,582,6,35.0,1,1,3
22703,582,67,2.0,9,9,0
22699,582,202,2.5,8,8,0
22702,582,32,6.0,6,6,0
22724,583,64,16.0,5,5,1
22722,583,6,41.0,1,1,3
22720,583,67,2.0,9,9,0
22716,583,202,3.5,7,7,0
22741,584,34,36.0,2,2,1
22744,584,56,0.0,17,17,0
22740,584,6,50.0,1,1,4
22738,584,67,2.0,9,9,0
22734,584,202,3.5,8,8,0
22759,585,34,42.0,2,2,1
22762,585,56,0.0,17,17,0
22758,585,6,50.0,1,1,4
22752,585,202,3.5,8,8,0
22778,586,34,51.0,2,2,2
22781,586,56,0.0,17,17,0
22777,586,6,54.0,1,1,4
22771,586,202,6.5,6,6,0
22791,587,26,0.0,16,16,0
22792,587,37,7.5,7,7,1
22793,587,32,7.0,8,8,0
22790,587,202,8.5,6,6,0
22811,588,26,0.0,16,16,0
22812,588,37,7.5,7,7,1
22813,588,32,7.0,8,8,0
22810,588,202,9.5,6,6,0
22831,589,26,0.0,17,17,0
22832,589,37,7.5,8,8,1
22833,589,32,9.0,7,7,0
22830,589,202,9.5,6,6,0
22862,560,66,0.0,13,13,0
22879,561,64,0.0,15,15,0
22896,562,64,0.0,16,16,0
22914,563,64,0.0,17,17,0
22915,563,182,0.0,19,19,0
22933,564,66,0.0,19,19,0
22934,564,64,0.0,18,18,0
22952,565,66,0.0,19,19,0
22953,565,64,0.0,18,18,0
22971,566,64,0.0,18,18,0
22972,566,66,0.0,19,19,0
22990,567,70,0.0,15,15,0
22991,567,182,0.0,17,17,0
23009,568,70,0.0,16,16,0
23010,568,182,0.0,18,18,0
23028,569,64,0.0,15,15,0
23029,569,66,0.0,19,19,0
