resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
25608,1084,1,131,44,8,3,3,3,15.0,71,+41.217,5105529,63,5,1:09.000,225.286,1
25609,1084,847,131,63,4,4,4,4,12.0,71,+58.972,5123284,61,6,1:09.075,225.042,1
25610,1084,839,214,31,6,5,5,5,10.0,71,+1:08.436,5132748,62,10,1:09.559,223.476,1
25611,1084,854,210,47,9,6,6,6,8.0,70,\N,\N,50,11,1:09.625,223.264,11
25612,1084,846,1,4,10,7,7,7,6.0,70,\N,\N,62,8,1:09.304,224.298,11
25613,1084,825,210,20,7,8,8,8,4.0,70,\N,\N,61,14,1:09.938,222.265,11
25614,1084,817,1,3,11,9,9,9,2.0,70,\N,\N,61,13,1:09.924,222.309,11
25615,1084,4,214,14,19,10,10,10,1.0,70,\N,\N,62,3,1:08.558,226.739,11
25616,1084,822,51,77,0,11,11,11,0.0,70,\N,\N,61,7,1:09.266,224.421,11
25617,1084,848,3,23,15,12,12,12,0.0,70,\N,\N,60,12,1:09.669,223.123,11
25618,1084,840,117,18,12,13,13,13,0.0,70,\N,\N,64,17,1:10.048,221.916,11
25619,1084,855,51,24,13,14,14,14,0.0,70,\N,\N,50,9,1:09.380,224.053,11
25620,1084,842,213,10,14,15,15,15,0.0,70,\N,\N,61,18,1:10.104,221.739,11
25621,1084,852,213,22,16,16,16,16,0.0,70,\N,\N,62,16,1:10.023,221.995,11
25622,1084,20,117,5,18,17,17,17,0.0,70,\N,\N,62,15,1:10.001,222.065,11
25623,1084,832,6,55,3,\N,R,18,0.0,56,\N,\N,55,4,1:08.649,226.438,131
25624,1084,849,3,6,17,\N,R,19,0.0,48,\N,\N,14,19,1:10.890,219.280,140
25625,1084,815,9,11,5,\N,R,20,0.0,24,\N,\N,5,20,1:11.843,216.371,130
25626,1085,830,9,1,2,1,1,1,25.0,53,1:30:02.112,5402112,30,2,1:37.491,215.724,1
25627,1085,1,131,44,4,2,2,2,18.0,53,+10.587,5412699,30,4,1:37.668,215.333,1
25628,1085,847,131,63,6,3,3,3,15.0,53,+16.495,5418607,51,3,1:37.548,215.598,1
25629,1085,815,9,11,3,4,4,4,12.0,53,+17.310,5419422,45,5,1:37.780,215.086,1
25630,1085,832,6,55,19,5,5,5,11.0,53,+28.872,5430984,51,1,1:35.781,219.575,1
25631,1085,4,214,14,7,6,6,6,8.0,53,+42.879,5444991,53,8,1:38.160,214.254,1
25632,1085,846,1,4,5,7,7,7,6.0,53,+52.026,5454138,43,11,1:39.037,212.356,1
25633,1085,839,214,31,10,8,8,8,4.0,53,+56.959,5459071,53,9,1:38.684,213.116,1
25634,1085,817,1,3,9,9,9,9,2.0,53,+1:00.372,5462484,27,14,1:39.133,212.151,1
25635,1085,840,117,18,15,10,10,10,1.0,53,+1:02.549,5464661,52,15,1:39.185,212.040,1
25636,1085,20,117,5,12,11,11,11,0.0,53,+1:04.494,5466606,43,12,1:39.044,212.341,1
25637,1085,842,213,10,14,12,12,12,0.0,53,+1:05.448,5467560,53,10,1:38.786,212.896,1
25638,1085,848,3,23,13,13,13,13,0.0,53,+1:08.565,5470677,53,16,1:39.199,212.010,1
25639,1085,822,51,77,11,14,14,14,0.0,53,+1:16.666,5478778,52,6,1:37.963,214.685,1
25640,1085,854,210,47,17,15,15,15,0.0,53,+1:20.394,5482506,48,13,1:39.068,212.290,1
25641,1085,855,51,24,16,16,16,16,0.0,47,\N,\N,25,18,1:39.368,211.649,16
25642,1085,849,3,6,18,\N,R,17,0.0,40,\N,\N,40,19,1:39.650,211.050,130
25643,1085,825,210,20,20,\N,R,18,0.0,37,\N,\N,11,17,1:39.265,211.869,130
25644,1085,844,6,16,1,\N,R,19,0.0,17,\N,\N,4,7,1:38.088,214.411,3
25645,1085,852,213,22,8,\N,R,20,0.0,17,\N,\N,4,20,1:40.216,209.858,140
25646,1086,830,9,1,10,1,1,1,25.0,70,1:39:35.912,5975912,45,6,1:22.126,192.041,1
25647,1086,1,131,44,7,2,2,2,19.0,70,+7.834,5983746,57,1,1:21.386,193.787,1
25648,1086,847,131,63,1,3,3,3,15.0,70,+12.337,5988249,57,9,1:22.766,190.556,1
25649,1086,832,6,55,2,4,4,4,12.0,70,+14.579,5990491,51,4,1:22.000,192.336,1
25650,1086,815,9,11,11,5,5,5,10.0,70,+15.688,5991600,44,3,1:21.940,192.477,1
25651,1086,844,6,16,3,6,6,6,8.0,70,+16.047,5991959,57,2,1:21.622,193.227,1
25652,1086,846,1,4,4,7,7,7,6.0,70,+1:18.300,6054212,47,11,1:23.043,189.920,1
25653,1086,4,214,14,6,8,8,8,4.0,69,\N,\N,47,18,1:23.979,187.804,11
25654,1086,839,214,31,5,9,9,9,2.0,69,\N,\N,60,20,1:24.149,187.424,11
25655,1086,20,117,5,18,10,10,10,1.0,69,\N,\N,51,10,1:22.824,190.423,11
25656,1086,840,117,18,14,11,11,11,0.0,69,\N,\N,51,7,1:22.437,191.317,11
25657,1086,842,213,10,0,12,12,12,0.0,69,\N,\N,58,14,1:23.199,189.564,11
25658,1086,855,51,24,12,13,13,13,0.0,69,\N,\N,58,5,1:22.029,192.268,11
25659,1086,854,210,47,15,14,14,14,0.0,69,\N,\N,50,13,1:23.151,189.674,11
25660,1086,817,1,3,9,15,15,15,0.0,69,\N,\N,63,17,1:23.654,188.533,11
25661,1086,825,210,20,13,16,16,16,0.0,69,\N,\N,37,15,1:23.511,188.856,11
25662,1086,848,3,23,17,17,17,17,0.0,69,\N,\N,43,12,1:23.047,189.911,11
25663,1086,849,3,6,19,18,18,18,0.0,69,\N,\N,60,8,1:22.478,191.221,11
25664,1086,852,213,22,16,19,19,19,0.0,68,\N,\N,58,16,1:23.538,188.795,12
25665,1086,822,51,77,8,20,20,20,0.0,65,\N,\N,60,19,1:24.002,187.752,131
25666,1087,830,9,1,14,1,1,1,26.0,44,1:25:52.894,5152894,32,1,1:49.354,230.575,1
25667,1087,815,9,11,2,2,2,2,18.0,44,+17.841,5170735,29,3,1:50.764,227.640,1
25668,1087,832,6,55,1,3,3,3,15.0,44,+26.886,5179780,32,7,1:51.977,225.174,1
25669,1087,847,131,63,5,4,4,4,12.0,44,+29.140,5182034,31,4,1:50.793,227.581,1
25670,1087,4,214,14,3,5,5,5,10.0,44,+1:13.256,5226150,35,13,1:52.868,223.397,1
25671,1087,844,6,16,15,6,6,6,8.0,44,+1:14.936,5227830,44,2,1:49.984,229.255,1
25672,1087,839,214,31,16,7,7,7,6.0,44,+1:15.640,5228534,36,6,1:51.717,225.698,1
25673,1087,20,117,5,10,8,8,8,4.0,44,+1:18.107,5231001,40,11,1:52.515,224.098,1
25674,1087,842,213,10,0,9,9,9,2.0,44,+1:32.181,5245075,24,15,1:53.002,223.132,1
25675,1087,848,3,23,6,10,10,10,1.0,44,+1:41.900,5254794,28,16,1:53.055,223.027,1
25676,1087,840,117,18,9,11,11,11,0.0,44,+1:43.078,5255972,29,14,1:52.880,223.373,1
25677,1087,846,1,4,17,12,12,12,0.0,44,+1:44.739,5257633,31,5,1:51.678,225.777,1
25678,1087,852,213,22,0,13,13,13,0.0,44,+1:45.217,5258111,32,10,1:52.436,224.255,1
25679,1087,855,51,24,18,14,14,14,0.0,44,+1:46.252,5259146,30,9,1:52.317,224.493,1
25680,1087,817,1,3,7,15,15,15,0.0,44,+1:47.163,5260057,34,17,1:53.080,222.978,1
25681,1087,825,210,20,12,16,16,16,0.0,43,\N,\N,29,18,1:53.332,222.482,11
25682,1087,854,210,47,19,17,17,17,0.0,43,\N,\N,35,12,1:52.646,223.837,11
25683,1087,849,3,6,11,18,18,18,0.0,43,\N,\N,38,8,1:52.256,224.615,11
25684,1087,822,51,77,13,\N,R,19,0.0,1,\N,\N,\N,0,\N,\N,3
25685,1087,1,131,44,4,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,130
25686,1088,830,9,1,1,1,1,1,26.0,72,1:36:42.773,5802773,62,1,1:13.652,208.173,1
25687,1088,847,131,63,6,2,2,2,18.0,72,+4.071,5806844,72,2,1:13.671,208.119,1
25688,1088,844,6,16,2,3,3,3,15.0,72,+10.929,5813702,62,6,1:14.413,206.044,1
25689,1088,1,131,44,4,4,4,4,12.0,72,+13.016,5815789,54,3,1:13.854,207.604,1
25690,1088,815,9,11,5,5,5,5,10.0,72,+18.168,5820941,63,5,1:14.404,206.069,1
25691,1088,4,214,14,13,6,6,6,8.0,72,+18.754,5821527,51,4,1:14.144,206.792,1
25692,1088,846,1,4,7,7,7,7,6.0,72,+19.306,5822079,63,8,1:14.706,205.236,1
25693,1088,832,6,55,3,8,8,8,4.0,72,+20.916,5823689,63,7,1:14.643,205.409,1
25694,1088,839,214,31,12,9,9,9,2.0,72,+21.117,5823890,64,11,1:15.084,204.203,1
25695,1088,840,117,18,10,10,10,10,1.0,72,+22.459,5825232,65,10,1:15.043,204.314,1
25696,1088,842,213,10,11,11,11,11,0.0,72,+27.009,5829782,65,12,1:15.165,203.983,1
25697,1088,848,3,23,15,12,12,12,0.0,72,+30.390,5833163,65,15,1:15.534,202.986,1
25698,1088,854,210,47,8,13,13,13,0.0,72,+32.995,5835768,51,13,1:15.233,203.798,1
25699,1088,20,117,5,19,14,14,14,0.0,72,+36.007,5838780,50,9,1:14.862,204.808,1
25700,1088,825,210,20,18,15,15,15,0.0,72,+36.869,5839642,53,14,1:15.369,203.431,1
25701,1088,855,51,24,14,16,16,16,0.0,72,+37.320,5840093,63,17,1:15.940,201.901,1
25702,1088,817,1,3,17,17,17,17,0.0,72,+37.764,5840537,52,16,1:15.577,202.871,1
25703,1088,849,3,6,20,18,18,18,0.0,71,\N,\N,62,18,1:16.066,201.567,11
25704,1088,822,51,77,16,\N,R,19,0.0,53,\N,\N,51,19,1:16.844,199.526,5
25705,1088,852,213,22,9,\N,R,20,0.0,43,\N,\N,16,20,1:17.138,198.765,24
25706,1089,830,9,1,7,1,1,1,25.0,53,1:20:27.511,4827511,38,6,1:24.745,246.088,1
25707,1089,844,6,16,1,2,2,2,18.0,53,+2.446,4829957,38,2,1:24.336,247.282,1
25708,1089,847,131,63,2,3,3,3,15.0,53,+3.405,4830916,40,7,1:25.288,244.522,1
25709,1089,832,6,55,18,4,4,4,12.0,53,+5.061,4832572,41,4,1:24.446,246.960,1
25710,1089,1,131,44,19,5,5,5,10.0,53,+5.380,4832891,43,3,1:24.434,246.995,1
25711,1089,815,9,11,13,6,6,6,9.0,53,+6.091,4833602,46,1,1:24.030,248.182,1
25712,1089,846,1,4,3,7,7,7,6.0,53,+6.207,4833718,43,5,1:24.718,246.167,1
25713,1089,842,213,10,5,8,8,8,4.0,53,+6.396,4833907,30,14,1:26.718,240.489,1
25714,1089,856,3,45,8,9,9,9,2.0,53,+7.122,4834633,41,13,1:26.624,240.750,1
25715,1089,855,51,24,9,10,10,10,1.0,53,+7.910,4835421,41,10,1:26.361,241.484,1
25716,1089,839,214,31,14,11,11,11,0.0,53,+8.323,4835834,37,11,1:26.593,240.837,1
25717,1089,854,210,47,17,12,12,12,0.0,53,+8.549,4836060,43,8,1:25.298,244.493,1
25718,1089,822,51,77,15,13,13,13,0.0,52,\N,\N,45,9,1:25.706,243.329,11
25719,1089,852,213,22,20,14,14,14,0.0,52,\N,\N,43,17,1:26.857,240.105,11
25720,1089,849,3,6,10,15,15,15,0.0,52,\N,\N,17,15,1:26.798,240.268,11
25721,1089,825,210,20,16,16,16,16,0.0,52,\N,\N,37,16,1:26.798,240.268,11
25722,1089,817,1,3,4,\N,R,17,0.0,45,\N,\N,39,12,1:26.603,240.809,44
25723,1089,840,117,18,12,\N,R,18,0.0,39,\N,\N,34,19,1:27.467,238.430,5
25724,1089,4,214,14,6,\N,R,19,0.0,31,\N,\N,7,18,1:27.203,239.152,34
25725,1089,20,117,5,11,\N,R,20,0.0,10,\N,\N,4,20,1:27.501,238.337,5
25726,1091,815,9,11,2,1,1,1,25.0,59,2:02:20.238,7340238,57,2,1:48.165,168.509,1
25727,1091,844,6,16,1,2,2,2,18.0,59,+2.595,7342833,54,4,1:48.753,167.598,1
25728,1091,832,6,55,4,3,3,3,15.0,59,+10.305,7350543,59,3,1:48.414,168.122,1
25729,1091,846,1,4,6,4,4,4,12.0,59,+21.133,7361371,56,6,1:49.212,166.893,1
25730,1091,817,1,3,16,5,5,5,10.0,59,+53.282,7393520,57,12,1:51.006,164.196,1
25731,1091,840,117,18,11,6,6,6,8.0,59,+56.330,7396568,58,7,1:50.283,165.272,1
25732,1091,830,9,1,8,7,7,7,6.0,59,+58.825,7399063,52,5,1:49.142,167.000,1
25733,1091,20,117,5,13,8,8,8,4.0,59,+1:00.032,7400270,58,11,1:50.669,164.696,1
25734,1091,1,131,44,3,9,9,9,2.0,59,+1:01.515,7401753,58,10,1:50.622,164.766,1
25735,1091,842,213,10,7,10,10,10,1.0,59,+1:09.576,7409814,56,9,1:50.569,164.845,1
25736,1091,822,51,77,15,11,11,11,0.0,59,+1:28.844,7429082,52,13,1:51.864,162.937,1
25737,1091,825,210,20,9,12,12,12,0.0,59,+1:32.610,7432848,59,14,1:52.067,162.641,1
25738,1091,854,210,47,12,13,13,13,0.0,58,\N,\N,58,8,1:50.290,165.262,11
25739,1091,847,131,63,0,14,14,14,0.0,57,\N,\N,54,1,1:46.458,171.211,12
25740,1091,852,213,22,10,\N,R,15,0.0,34,\N,\N,32,15,1:58.716,153.532,3
25741,1091,839,214,31,17,\N,R,16,0.0,26,\N,\N,24,17,2:01.105,150.504,5
25742,1091,848,3,23,18,\N,R,17,0.0,25,\N,\N,24,18,2:02.121,149.251,130
25743,1091,4,214,14,5,\N,R,18,0.0,20,\N,\N,19,16,2:00.463,151.306,5
25744,1091,849,3,6,19,\N,R,19,0.0,7,\N,\N,5,20,2:05.585,145.135,130
25745,1091,855,51,24,14,\N,R,20,0.0,6,\N,\N,5,19,2:05.556,145.168,4
25746,1092,830,9,1,1,1,1,1,25.0,28,3:01:44.004,10904004,10,4,1:44.911,199.266,1
25747,1092,815,9,11,4,2,2,2,18.0,28,+27.066,10931070,11,9,1:46.120,196.995,1
25748,1092,844,6,16,2,3,3,3,15.0,28,+31.763,10935767,10,3,1:44.489,200.070,1
25749,1092,839,214,31,5,4,4,4,12.0,28,+39.685,10943689,11,11,1:46.559,196.184,1
25750,1092,1,131,44,6,5,5,5,10.0,28,+40.326,10944330,11,7,1:45.530,198.097,1
25751,1092,20,117,5,9,6,6,6,8.0,28,+46.358,10950362,13,12,1:46.964,195.441,1
25752,1092,4,214,14,7,7,7,7,6.0,28,+46.369,10950373,25,2,1:44.412,200.218,1
25753,1092,847,131,63,8,8,8,8,4.0,28,+47.661,10951665,21,13,1:47.004,195.368,1
25754,1092,849,3,6,20,9,9,9,2.0,28,+1:10.143,10974147,12,18,1:48.371,192.904,1
25755,1092,846,1,4,10,10,10,10,1.0,28,+1:10.782,10974786,8,17,1:48.175,193.253,1
25756,1092,817,1,3,11,11,11,11,0.0,28,+1:12.877,10976881,11,15,1:47.843,193.848,1
25757,1092,840,117,18,19,12,12,12,0.0,28,+1:13.904,10977908,21,5,1:45.205,198.709,1
25758,1092,852,213,22,13,13,13,13,0.0,28,+1:15.599,10979603,22,8,1:45.893,197.418,1
25759,1092,825,210,20,18,14,14,14,0.0,28,+1:26.016,10990020,10,16,1:48.072,193.437,1
25760,1092,822,51,77,12,15,15,15,0.0,28,+1:26.496,10990500,11,14,1:47.820,193.889,1
25761,1092,855,51,24,14,16,16,16,0.0,28,+1:27.043,10991047,20,1,1:44.411,200.220,1
25762,1092,854,210,47,15,17,17,17,0.0,28,+1:32.523,10996527,22,6,1:45.387,198.366,1
25763,1092,842,213,10,17,18,18,18,0.0,28,+1:48.091,11012095,13,10,1:46.545,196.210,1
25764,1092,832,6,55,3,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,3
25765,1092,848,3,23,16,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,9
25766,1093,830,9,1,2,1,1,1,25.0,56,1:42:11.687,6131687,37,2,1:39.541,199.383,1
25767,1093,1,131,44,3,2,2,2,18.0,56,+5.023,6136710,45,5,1:39.830,198.805,1
25768,1093,844,6,16,12,3,3,3,15.0,56,+7.501,6139188,37,4,1:39.731,199.003,1
25769,1093,815,9,11,9,4,4,4,12.0,56,+8.293,6139980,44,3,1:39.563,199.339,1
25770,1093,847,131,63,4,5,5,5,11.0,56,+44.815,6176502,56,1,1:38.788,200.902,1
25771,1093,846,1,4,6,6,6,6,8.0,56,+53.785,6185472,49,7,1:41.322,195.878,1
25772,1093,4,214,14,14,7,7,7,6.0,56,+55.078,6186765,39,8,1:41.538,195.461,1
25773,1093,20,117,5,10,8,8,8,4.0,56,+1:05.354,6197041,35,16,1:42.546,193.540,1
25774,1093,825,210,20,13,9,9,9,2.0,56,+1:05.834,6197521,36,11,1:42.206,194.184,1
25775,1093,852,213,22,19,10,10,10,1.0,56,+1:10.919,6202606,49,6,1:41.243,196.031,1
25776,1093,839,214,31,0,11,11,11,0.0,56,+1:12.875,6204562,39,13,1:42.394,193.827,1
25777,1093,855,51,24,18,12,12,12,0.0,56,+1:16.164,6207851,46,15,1:42.471,193.682,1
25778,1093,848,3,23,8,13,13,13,0.0,56,+1:20.057,6211744,55,9,1:41.674,195.200,1
25779,1093,842,213,10,11,14,14,14,0.0,56,+1:21.763,6213450,55,12,1:42.320,193.967,1
25780,1093,854,210,47,16,15,15,15,0.0,56,+1:24.490,6216177,51,10,1:41.804,194.951,1
25781,1093,817,1,3,15,16,16,16,0.0,56,+1:30.487,6222174,55,14,1:42.420,193.778,1
25782,1093,849,3,6,17,17,17,17,0.0,56,+1:43.588,6235275,54,19,1:43.485,191.784,1
25783,1093,840,117,18,5,\N,R,18,0.0,21,\N,\N,3,17,1:43.080,192.537,4
25784,1093,822,51,77,7,\N,R,19,0.0,16,\N,\N,4,18,1:43.391,191.958,20
25785,1093,832,6,55,1,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,130
25786,1094,830,9,1,1,1,1,1,25.0,71,1:38:36.729,5916729,36,4,1:22.046,188.850,1
25787,1094,1,131,44,3,2,2,2,18.0,71,+15.186,5931915,32,5,1:22.062,188.813,1
25788,1094,815,9,11,4,3,3,3,15.0,71,+18.097,5934826,30,2,1:21.775,189.476,1
25789,1094,847,131,63,2,4,4,4,13.0,71,+49.431,5966160,71,1,1:20.153,193.310,1
25790,1094,832,6,55,5,5,5,5,10.0,71,+58.123,5974852,32,6,1:22.199,188.498,1
25791,1094,844,6,16,7,6,6,6,8.0,71,+1:08.774,5985503,48,10,1:22.603,187.576,1
25792,1094,817,1,3,11,7,7,7,6.0,70,\N,\N,48,3,1:22.022,188.905,11
25793,1094,839,214,31,10,8,8,8,4.0,70,\N,\N,48,14,1:23.279,186.054,11
25794,1094,846,1,4,8,9,9,9,2.0,70,\N,\N,48,17,1:23.402,185.779,11
25795,1094,822,51,77,6,10,10,10,1.0,70,\N,\N,43,16,1:23.363,185.866,11
25796,1094,842,213,10,14,11,11,11,0.0,70,\N,\N,42,8,1:22.277,188.319,11
25797,1094,848,3,23,17,12,12,12,0.0,70,\N,\N,48,12,1:22.914,186.873,11
25798,1094,855,51,24,12,13,13,13,0.0,70,\N,\N,47,7,1:22.260,188.358,11
25799,1094,20,117,5,16,14,14,14,0.0,70,\N,\N,45,13,1:23.086,186.486,11
25800,1094,840,117,18,20,15,15,15,0.0,70,\N,\N,42,9,1:22.463,187.895,11
25801,1094,854,210,47,15,16,16,16,0.0,70,\N,\N,30,19,1:23.641,185.248,11
25802,1094,825,210,20,19,17,17,17,0.0,70,\N,\N,49,15,1:23.300,186.007,11
25803,1094,849,3,6,18,18,18,18,0.0,69,\N,\N,56,20,1:23.709,185.098,12
25804,1094,4,214,14,9,19,19,19,0.0,63,\N,\N,48,11,1:22.866,186.981,5
25805,1094,852,213,22,13,\N,R,20,0.0,50,\N,\N,48,18,1:23.403,185.777,130
25806,1095,847,131,63,1,1,1,1,26.0,71,1:38:34.044,5914044,61,1,1:13.785,210.237,1
25807,1095,1,131,44,2,2,2,2,18.0,71,+1.529,5915573,63,2,1:13.942,209.791,1
25808,1095,832,6,55,7,3,3,3,15.0,71,+4.051,5918095,65,3,1:13.953,209.760,1
25809,1095,844,6,16,5,4,4,4,12.0,71,+8.441,5922485,63,6,1:14.253,208.912,1
25810,1095,4,214,14,17,5,5,5,10.0,71,+9.561,5923605,62,4,1:14.164,209.163,1
25811,1095,830,9,1,3,6,6,6,8.0,71,+10.056,5924100,64,5,1:14.195,209.076,1
25812,1095,815,9,11,4,7,7,7,6.0,71,+14.080,5928124,62,7,1:14.283,208.828,1
25813,1095,839,214,31,16,8,8,8,4.0,71,+18.690,5932734,65,9,1:15.093,206.575,1
25814,1095,822,51,77,14,9,9,9,2.0,71,+22.552,5936596,62,14,1:15.511,205.432,1
25815,1095,840,117,18,15,10,10,10,1.0,71,+23.552,5937596,50,8,1:14.831,207.299,1
25816,1095,20,117,5,9,11,11,11,0.0,71,+26.183,5940227,64,15,1:15.549,205.328,1
25817,1095,855,51,24,13,12,12,12,0.0,71,+29.325,5943369,64,17,1:15.802,204.643,1
25818,1095,854,210,47,12,13,13,13,0.0,71,+29.899,5943943,63,10,1:15.251,206.142,1
