raceId,driverId,stop,lap,time,duration,milliseconds
1099,807,1,11,20:21:43,21.567,21567
1099,840,1,13,20:24:39,21.150,21150
1099,842,1,14,20:26:26,20.719,20719
1099,832,1,15,20:27:49,20.760,20760
1099,844,1,16,20:29:29,20.026,20026
1099,839,1,16,20:29:34,20.762,20762
1099,852,1,17,20:31:24,21.414,21414
1099,848,1,17,20:31:32,21.397,21397
1099,856,1,17,20:31:39,21.116,21116
1099,822,2,17,20:32:08,22.191,22191
1099,815,1,18,20:32:46,20.715,20715
1099,4,1,18,20:32:54,26.879,26879
1099,847,1,18,20:33:05,20.828,20828
1099,830,1,18,20:33:15,20.824,20824
1099,1,1,18,20:33:24,21.102,21102
1099,858,1,18,20:33:55,21.064,21064
1099,855,2,18,20:34:06,21.282,21282
1099,846,2,19,20:36:25,21.352,21352
1099,822,3,35,21:02:57,21.808,21808
1100,839,1,1,15:05:04,18.056,18056
1100,855,1,1,15:05:11,18.951,18951
1100,858,1,1,15:05:13,18.382,18382
1100,815,1,1,15:05:15,17.657,17657
1100,822,1,1,15:05:16,21.659,21659
1100,858,2,2,15:07:25,19.158,19158
1100,815,2,2,15:07:26,17.814,17814
1100,847,1,7,15:15:01,19.146,19146
1100,832,1,7,15:15:05,18.319,18319
1100,825,1,7,15:15:21,20.789,20789
1100,1,1,8,15:17:43,15:25.181,925181
1100,830,1,8,15:17:45,15:25.112,925112
1100,4,1,8,15:17:48,15:26.940,926940
1100,840,1,8,15:17:51,15:27.222,927222
1100,842,1,8,15:17:53,15:26.996,926996
1100,807,1,8,15:17:55,15:26.326,926326
1100,847,2,8,15:17:59,15:30.824,930824
1100,852,1,8,15:18:02,15:31.820,931820
1100,846,1,8,15:18:04,15:34.763,934763
1100,857,1,8,15:18:06,15:34.541,934541
1100,832,2,8,15:18:08,15:37.024,937024
1100,856,1,8,15:18:11,15:37.874,937874
1100,839,2,8,15:18:14,15:37.929,937929
1100,815,3,8,15:18:16,15:37.512,937512
1100,855,2,8,15:18:19,15:37.849,937849
1100,822,2,8,15:18:21,15:37.594,937594
1100,858,3,8,15:18:23,15:38.017,938017
1100,825,2,8,15:18:27,15:40.228,940228
1100,858,4,36,16:15:29,19.018,19018
1100,856,2,45,16:28:14,18.080,18080
1100,822,3,53,16:39:03,19.825,19825
1100,857,2,54,16:40:06,19.442,19442
1100,855,3,54,16:40:31,21.881,21881
1100,852,2,54,16:40:36,18.258,18258
1100,830,2,55,16:41:38,14:27.756,867756
1100,1,2,55,16:41:40,14:31.670,871670
1100,4,2,55,16:41:42,14:34.306,874306
1100,822,4,54,16:41:44,12:19.342,739342
1100,832,3,55,16:41:45,14:34.924,874924
1100,842,2,55,16:41:47,14:35.210,875210
1100,840,2,55,16:41:50,14:35.053,875053
1100,815,4,55,16:41:53,14:36.462,876462
1100,858,5,54,16:41:54,12:12.022,732022
1100,846,2,55,16:41:56,14:41.064,881064
1100,807,2,55,16:41:58,14:40.712,880712
1100,856,3,54,16:42:01,12:06.783,726783
1100,839,3,55,16:42:03,14:39.804,879804
1100,857,3,55,16:42:20,14:24.653,864653
1100,855,4,55,16:42:47,14:01.565,841565
1100,852,3,55,16:42:52,14:01.820,841820
1100,822,5,55,16:55:40,1:16.634,76634
1100,858,6,55,16:55:45,1:14.200,74200
1100,856,4,55,16:55:47,1:13.234,73234
1100,830,3,57,17:02:10,30:56.502,1856502
1100,1,3,57,17:02:11,30:59.435,1859435
1100,832,4,57,17:02:13,31:01.554,1861554
1100,807,3,57,17:02:14,31:09.055,1869055
1100,852,4,57,17:02:16,31:11.209,1871209
1100,846,3,57,17:02:17,31:04.087,1864087
1100,857,4,57,17:02:19,31:06.226,1866226
1100,855,5,57,17:02:22,31:04.998,1864998
1100,822,6,57,17:02:23,31:07.182,1867182
1100,815,5,57,17:02:25,30:53.568,1853568
1100,4,3,57,17:02:27,30:45.073,1845073
1100,840,3,57,17:02:29,30:45.925,1845925
1101,842,1,5,15:13:22,20.235,20235
1101,822,1,6,15:15:14,20.967,20967
1101,848,1,7,15:16:57,21.103,21103
1101,852,1,8,15:18:43,20.497,20497
1101,857,1,8,15:18:44,20.902,20902
1101,858,1,8,15:18:50,21.015,21015
1101,1,1,9,15:20:23,20.324,20324
1101,846,1,9,15:20:27,20.346,20346
1101,830,1,10,15:22:00,20.707,20707
1101,825,1,10,15:22:35,30.951,30951
1101,815,1,11,15:24:20,20.389,20389
1101,844,1,11,15:24:25,21.126,21126
1101,832,1,11,15:24:33,21.970,21970
1101,4,1,11,15:24:35,23.148,23148
1101,847,1,11,15:24:42,20.459,20459
1101,840,1,11,15:24:42,23.161,23161
1101,855,1,11,15:25:01,22.247,22247
1101,822,2,12,15:27:47,22.354,22354
1101,842,2,23,15:48:15,21.169,21169
1101,822,3,34,16:08:14,21.012,21012
1101,847,2,49,16:34:10,21.389,21389
1101,807,1,49,16:34:47,24.748,24748
1101,839,1,50,16:36:20,20.367,20367
1102,858,1,2,15:37:09,48.938,48938
1102,846,1,4,15:40:18,24.090,24090
1102,857,1,5,15:41:49,22.205,22205
1102,825,1,14,15:55:45,22.616,22616
1102,842,1,15,15:57:16,22.417,22417
1102,822,1,15,15:57:23,23.158,23158
1102,856,1,15,15:57:33,23.487,23487
1102,847,1,17,16:00:18,22.335,22335
1102,844,1,17,16:00:25,22.068,22068
1102,832,1,18,16:01:46,22.278,22278
1102,815,1,20,16:04:48,21.884,21884
1102,848,1,22,16:08:22,22.482,22482
1102,4,1,24,16:11:02,22.631,22631
1102,855,1,31,16:22:27,22.796,22796
1102,807,1,33,16:25:26,23.120,23120
1102,852,1,36,16:30:01,22.390,22390
1102,1,1,37,16:31:29,22.150,22150
1102,839,1,39,16:34:33,21.942,21942
1102,840,1,42,16:39:18,22.651,22651
1102,830,1,45,16:42:58,22.688,22688
1104,807,1,1,15:04:32,32.494,32494
1104,855,1,1,15:04:37,26.141,26141
1104,815,1,1,15:04:37,24.887,24887
1104,848,1,18,15:27:12,24.290,24290
1104,858,1,20,15:30:02,24.376,24376
1104,858,2,23,15:34:16,27.774,27774
1104,1,1,31,15:43:34,24.594,24594
1104,839,1,32,15:44:45,25.833,25833
1104,832,1,33,15:46:05,24.252,24252
1104,815,2,34,15:48:26,32.749,32749
1104,844,1,44,16:00:25,24.192,24192
1104,842,1,47,16:04:16,23.902,23902
1104,846,1,50,16:08:48,24.663,24663
1104,822,1,51,16:10:46,30.395,30395
1104,840,1,51,16:10:52,24.656,24656
1104,855,2,52,16:12:35,25.260,25260
1104,848,2,52,16:12:37,26.990,26990
1104,852,1,53,16:13:18,33.706,33706
1104,858,3,52,16:13:19,25.946,25946
1104,4,1,54,16:13:32,24.414,24414
1104,856,1,53,16:13:47,24.539,24539
1104,847,1,54,16:13:57,30.980,30980
1104,839,2,54,16:14:06,24.707,24707
1104,1,2,54,16:14:09,26.685,26685
1104,842,2,54,16:14:18,29.949,29949
1104,815,3,53,16:14:19,24.217,24217
1104,830,1,55,16:15:17,24.798,24798
1104,857,1,54,16:15:18,25.851,25851
1104,846,2,54,16:15:20,33.428,33428
1104,4,2,55,16:15:37,25.916,25916
1104,807,2,54,16:16:01,34.725,34725
1104,844,2,55,16:16:03,25.713,25713
1104,832,2,55,16:16:04,29.300,29300
1104,825,1,56,16:20:26,51.052,51052
1104,815,4,57,16:21:27,29.337,29337
1104,807,3,59,16:25:02,25.672,25672
1104,815,5,70,16:43:16,25.466,25466
1105,846,1,1,15:04:44,37.736,37736
1105,822,1,5,15:10:18,23.691,23691
1105,807,1,8,15:14:21,22.298,22298
1105,855,1,9,15:15:38,23.430,23430
1105,856,1,9,15:15:44,22.522,22522
1105,852,1,10,15:17:01,22.176,22176
1105,825,1,10,15:17:06,22.124,22124
1105,839,1,13,15:21:01,22.112,22112
1105,840,1,14,15:22:19,22.355,22355
1105,832,1,15,15:23:33,22.321,22321
1105,844,1,16,15:25:17,21.778,21778
1105,848,1,16,15:25:24,23.319,23319
1105,857,1,17,15:26:32,22.370,22370
1105,858,1,17,15:26:49,22.583,22583
1105,4,1,19,15:29:09,22.558,22558
1105,842,1,19,15:29:18,23.388,23388
1105,846,2,22,15:33:50,22.850,22850
1105,1,1,24,15:35:37,22.575,22575
1105,825,2,24,15:36:26,24.800,24800
1105,847,1,25,15:37:07,22.275,22275
1105,830,1,26,15:38:06,22.241,22241
